"","pert_iname","mean","n","median","sd","sRGES"
"7006","BRD-K76252019",-0.0373569721391017,1,-0.0373569721391017,NA,-0.0373569721391017
"2468","BRD-K22384978",-0.0363622282412625,1,-0.0363622282412625,NA,-0.0363622282412625
"2270","BRD-K19882533",-0.0362031162867796,1,-0.0362031162867796,NA,-0.0362031162867796
"7857","BRD-K86631041",-0.0359242345719788,2,-0.0359242345719788,0.00227177875329124,-0.0359242345719788
"4902","BRD-K51390937",-0.0355999787044973,1,-0.0355999787044973,NA,-0.0355999787044973
"4976","BRD-K52178187",-0.0355101619264425,1,-0.0355101619264425,NA,-0.0355101619264425
"5310","BRD-K56301236",-0.0355101619264425,1,-0.0355101619264425,NA,-0.0355101619264425
"8933","BRD-K99597257",-0.0355101619264425,1,-0.0355101619264425,NA,-0.0355101619264425
"1337","BRD-K08138210",-0.0346893573874828,1,-0.0346893573874828,NA,-0.0346893573874828
"2482","BRD-K22496535",-0.0346893573874828,1,-0.0346893573874828,NA,-0.0346893573874828
"8029","BRD-K88581223",-0.0346893573874828,1,-0.0346893573874828,NA,-0.0346893573874828
"8394","BRD-K93062774",-0.0341677336856958,1,-0.0341677336856958,NA,-0.0341677336856958
"87","alendronic-acid",-0.033974809215321,1,-0.033974809215321,NA,-0.033974809215321
"3633","BRD-K36467636",-0.0335435527312003,1,-0.0335435527312003,NA,-0.0335435527312003
"2340","BRD-K20554239",-0.0334331432161753,1,-0.0334331432161753,NA,-0.0334331432161753
"11422","SD-169",-0.0333809784178247,2,-0.0333809784178247,0.00932817571025761,-0.0333809784178247
"11868","viomycin",-0.0332650887650802,1,-0.0332650887650802,NA,-0.0332650887650802
"3732","BRD-K37461197",-0.0331170247521994,1,-0.0331170247521994,NA,-0.0331170247521994
"6299","BRD-K68338581",-0.0331170247521994,1,-0.0331170247521994,NA,-0.0331170247521994
"1176","BRD-K06370852",-0.0325929447840532,1,-0.0325929447840532,NA,-0.0325929447840532
"4940","BRD-K51800846",-0.0323515367127545,1,-0.0323515367127545,NA,-0.0323515367127545
"11105","SA-1456443",-0.0323515367127545,1,-0.0323515367127545,NA,-0.0323515367127545
"3339","BRD-K32636206",-0.0314871267579033,1,-0.0314871267579033,NA,-0.0314871267579033
"4077","BRD-K41660807",-0.0314742612712778,1,-0.0314742612712778,NA,-0.0314742612712778
"5220","BRD-K55191691",-0.0314742612712778,1,-0.0314742612712778,NA,-0.0314742612712778
"8755","BRD-K97440728",-0.0312831947179347,1,-0.0312831947179347,NA,-0.0312831947179347
"9487","dyclonine",-0.0312011370016988,1,-0.0312011370016988,NA,-0.0312011370016988
"6967","BRD-K75852825",-0.0310457241902339,1,-0.0310457241902339,NA,-0.0310457241902339
"2699","BRD-K24991044",-0.0303155617651881,1,-0.0303155617651881,NA,-0.0303155617651881
"7845","BRD-K86529788",-0.0303155617651881,1,-0.0303155617651881,NA,-0.0303155617651881
"2730","BRD-K25351202",-0.0298084557886504,1,-0.0298084557886504,NA,-0.0298084557886504
"3767","BRD-K37849751",-0.0298084557886504,1,-0.0298084557886504,NA,-0.0298084557886504
"467","BRD-A32065788",-0.0294307007846063,1,-0.0294307007846063,NA,-0.0294307007846063
"819","BRD-K01727336",-0.0294307007846063,1,-0.0294307007846063,NA,-0.0294307007846063
"4185","BRD-K43048602",-0.0294307007846063,1,-0.0294307007846063,NA,-0.0294307007846063
"6201","BRD-K67155745",-0.0294307007846063,1,-0.0294307007846063,NA,-0.0294307007846063
"6436","BRD-K70054078",-0.0294307007846063,1,-0.0294307007846063,NA,-0.0294307007846063
"6577","BRD-K71523760",-0.0291999711634381,1,-0.0291999711634381,NA,-0.0291999711634381
"9379","dexchlorpheniramine",-0.0291999711634381,1,-0.0291999711634381,NA,-0.0291999711634381
"3468","BRD-K34392222",-0.0291757093353283,1,-0.0291757093353283,NA,-0.0291757093353283
"7120","BRD-K77658626",-0.0291757093353283,1,-0.0291757093353283,NA,-0.0291757093353283
"7416","BRD-K81141085",-0.0291757093353283,1,-0.0291757093353283,NA,-0.0291757093353283
"462","BRD-A30455275",-0.0289187672101838,1,-0.0289187672101838,NA,-0.0289187672101838
"9248","clomipramine",-0.0288137179757574,1,-0.0288137179757574,NA,-0.0288137179757574
"2249","BRD-K19724753",-0.0287979543312841,1,-0.0287979543312841,NA,-0.0287979543312841
"6291","BRD-K68311329",-0.0287979543312841,1,-0.0287979543312841,NA,-0.0287979543312841
"7177","BRD-K78380744",-0.0287979543312841,1,-0.0287979543312841,NA,-0.0287979543312841
"7840","BRD-K86466947",-0.0287979543312841,1,-0.0287979543312841,NA,-0.0287979543312841
"7935","BRD-K87426959",-0.0287979543312841,1,-0.0287979543312841,NA,-0.0287979543312841
"8086","BRD-K89144371",-0.0287979543312841,1,-0.0287979543312841,NA,-0.0287979543312841
"8944","BRD-K99723587",-0.0287979543312841,1,-0.0287979543312841,NA,-0.0287979543312841
"9925","idazoxan",-0.0285362337495784,1,-0.0285362337495784,NA,-0.0285362337495784
"9095","carbarsone",-0.0281912510539528,1,-0.0281912510539528,NA,-0.0281912510539528
"6891","BRD-K74989018",-0.028079127506237,1,-0.028079127506237,NA,-0.028079127506237
"51","aceclidine",-0.0278087175933474,1,-0.0278087175933474,NA,-0.0278087175933474
"2196","BRD-K19196783",-0.0278087175933474,1,-0.0278087175933474,NA,-0.0278087175933474
"908","BRD-K02861439",-0.0277520298153535,1,-0.0277520298153535,NA,-0.0277520298153535
"7542","BRD-K82727027",-0.0277520298153535,1,-0.0277520298153535,NA,-0.0277520298153535
"1114","BRD-K05570331",-0.0273742748113093,1,-0.0273742748113093,NA,-0.0273742748113093
"1247","BRD-K07250107",-0.0273742748113093,1,-0.0273742748113093,NA,-0.0273742748113093
"1327","BRD-K08043024",-0.0273742748113093,1,-0.0273742748113093,NA,-0.0273742748113093
"2639","BRD-K24282403",-0.0273742748113093,1,-0.0273742748113093,NA,-0.0273742748113093
"2860","BRD-K27161788",-0.0273742748113093,1,-0.0273742748113093,NA,-0.0273742748113093
"3429","BRD-K33832590",-0.0273742748113093,1,-0.0273742748113093,NA,-0.0273742748113093
"4120","BRD-K42279779",-0.0273742748113093,1,-0.0273742748113093,NA,-0.0273742748113093
"4253","BRD-K43781861",-0.0273742748113093,1,-0.0273742748113093,NA,-0.0273742748113093
"4510","BRD-K46653995",-0.0273742748113093,1,-0.0273742748113093,NA,-0.0273742748113093
"6454","BRD-K70243592",-0.0273742748113093,1,-0.0273742748113093,NA,-0.0273742748113093
"6735","BRD-K73290601",-0.0273742748113093,1,-0.0273742748113093,NA,-0.0273742748113093
"7214","BRD-K78738487",-0.0273742748113093,1,-0.0273742748113093,NA,-0.0273742748113093
"7872","BRD-K86771738",-0.0273742748113093,1,-0.0273742748113093,NA,-0.0273742748113093
"1753","BRD-K13848456",-0.0271192833620313,1,-0.0271192833620313,NA,-0.0271192833620313
"3534","BRD-K35243934",-0.0271192833620313,1,-0.0271192833620313,NA,-0.0271192833620313
"4753","BRD-K49623506",-0.0271192833620313,1,-0.0271192833620313,NA,-0.0271192833620313
"7642","BRD-K83941994",-0.0271192833620313,1,-0.0271192833620313,NA,-0.0271192833620313
"8739","BRD-K97194666",-0.0271192833620313,1,-0.0271192833620313,NA,-0.0271192833620313
"1401","BRD-K08963966",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"1443","BRD-K09584843",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"1631","BRD-K12241427",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"1759","BRD-K13898895",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"1917","BRD-K15849229",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"2229","BRD-K19549666",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"2841","BRD-K26857129",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"3018","BRD-K28947191",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"3254","BRD-K31746020",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"3681","BRD-K37058154",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"4221","BRD-K43481697",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"4364","BRD-K44980533",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"5011","BRD-K52657367",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"5424","BRD-K57667228",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"5561","BRD-K59578981",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"6200","BRD-K67123444",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"6212","BRD-K67319066",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"6927","BRD-K75394059",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"8171","BRD-K90173466",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"8350","BRD-K92627732",-0.0267415283579872,1,-0.0267415283579872,NA,-0.0267415283579872
"333","bifemelane",-0.0262426482006972,1,-0.0262426482006972,NA,-0.0262426482006972
"2773","BRD-K25895238",-0.0262426482006972,1,-0.0262426482006972,NA,-0.0262426482006972
"7643","BRD-K83982653",-0.0262426482006972,1,-0.0262426482006972,NA,-0.0262426482006972
"225","ataluren",-0.0245189250662335,1,-0.0245189250662335,NA,-0.0245189250662335
"4506","BRD-K46599299",-0.0245189250662335,1,-0.0245189250662335,NA,-0.0245189250662335
"5872","BRD-K63305270",-0.0245189250662335,1,-0.0245189250662335,NA,-0.0245189250662335
"947","BRD-K03354784",-0.0100312726691744,3,-0.0287979543312841,0.0333837896669134,-0.0100312726691744
"4098","BRD-K41908462",-0.0083776320456886,3,-0.0251516715195557,0.0317222686111868,-0.0083776320456886
"5176","BRD-K54674709",-0.00804728500004884,2,-0.00804728500004884,0.04607866950983,-0.00804728500004884
"11525","ST-4034917",-0.00768350280031385,2,-0.00768350280031385,0.0450936909222968,-0.00768350280031385
"3083","BRD-K29776425",-0.00746616761179911,2,-0.00746616761179911,0.0434327740638086,-0.00746616761179911
"10003","J-104129",-0.00708042111997543,2,-0.00708042111997543,0.0442408046307434,-0.00708042111997543
"1871","BRD-K15206810",-0.00671662851419203,2,-0.00671662851419203,0.0479250468458432,-0.00671662851419203
"8415","BRD-K93229693",-0.00573573599052138,2,-0.00573573599052138,0.0478482491610455,-0.00573573599052138
"4344","BRD-K44766290",-0.00518579408246782,2,-0.00518579408246782,0.0384181616596884,-0.00518579408246782
"7619","BRD-K83718139",-0.00494246660706431,2,-0.00494246660706431,0.0380740446438747,-0.00494246660706431
"8367","BRD-K92803302",-0.00494246660706431,2,-0.00494246660706431,0.0375398183939012,-0.00494246660706431
"11193","SA-1919584",-0.00417697899980338,2,-0.00417697899980338,0.0413744642178076,-0.00417697899980338
"395","BRD-A03772856",-0.00394201832336319,2,-0.00394201832336319,0.0379373385689266,-0.00394201832336319
"6763","BRD-K73601942",-0.00377341551307333,2,-0.00377341551307333,0.0422485082981136,-0.00377341551307333
"5654","BRD-K60756411",-0.00376162553718657,2,-0.00376162553718657,0.039744006099903,-0.00376162553718657
"4854","BRD-K50819157",-0.00359788039375472,2,-0.00359788039375472,0.0356382863352589,-0.00359788039375472
"7822","BRD-K86182839",-0.00354032143918111,2,-0.00354032143918111,0.0392343476500114,-0.00354032143918111
"2360","BRD-K20834925",-0.00344318780937051,2,-0.00344318780937051,0.0453495497006302,-0.00344318780937051
"8982","BRD-M32495507",-0.00328150716709364,2,-0.00328150716709364,0.0375147705089799,-0.00328150716709364
"1677","BRD-K12815005",-0.00288604063376731,2,-0.00288604063376731,0.0346315928924483,-0.00288604063376731
"3880","BRD-K39294074",-0.00288604063376731,2,-0.00288604063376731,0.0346315928924483,-0.00288604063376731
"8323","BRD-K92210276",-0.00288604063376731,2,-0.00288604063376731,0.0351658191424218,-0.00288604063376731
"10139","KUC103424N",-0.00277908856819952,2,-0.00277908856819952,0.0520295800448485,-0.00277908856819952
"2335","BRD-K20492338",-0.00275485088685588,4,9.04209097445964e-06,0.0361867838347105,-0.00275485088685588
"4580","BRD-K47396627",-0.00269716313174524,2,-0.00269716313174524,0.034898706017435,-0.00269716313174524
"11340","SA-85268",-0.00269368065780492,2,-0.00269368065780492,0.0392767635855079,-0.00269368065780492
"12010","ZM-241385",-0.00258782183789681,2,-0.00258782183789681,0.0523000720488733,-0.00258782183789681
"2087","BRD-K17965071",-0.00256966740710623,2,-0.00256966740710623,0.0341841735845324,-0.00256966740710623
"2518","BRD-K22945779",-0.00256966740710623,2,-0.00256966740710623,0.0341841735845324,-0.00256966740710623
"3042","BRD-K29286627",-0.00256966740710623,2,-0.00256966740710623,0.034718399834506,-0.00256966740710623
"3678","BRD-K37014875",-0.00256966740710623,2,-0.00256966740710623,0.0341841735845324,-0.00256966740710623
"4833","BRD-K50639228",-0.00256966740710623,2,-0.00256966740710623,0.034718399834506,-0.00256966740710623
"6880","BRD-K74864389",-0.00256966740710623,2,-0.00256966740710623,0.034718399834506,-0.00256966740710623
"6203","BRD-K67215210",-0.00225329418044515,2,-0.00225329418044515,0.0355264315082799,-0.00225329418044515
"822","BRD-K01763173",-0.00199434960719017,2,-0.00199434960719017,0.0370480133181631,-0.00199434960719017
"7261","BRD-K79260832",-0.00195647941088257,2,-0.00195647941088257,0.0388544164823608,-0.00195647941088257
"8964","BRD-K99950451",-0.00193692095378407,2,-0.00193692095378407,0.0417903018191016,-0.00193692095378407
"10552","niflumic-acid",-0.00182495641772847,2,-0.00182495641772847,0.0423175716497501,-0.00182495641772847
"10810","pirlindole",-0.0016850494010737,2,-0.0016850494010737,0.0402882513051573,-0.0016850494010737
"7892","BRD-K86947329",-0.00163673145747082,2,-0.00163673145747082,0.0370127777475972,-0.00163673145747082
"8464","BRD-K93880770",-0.001620547727123,2,-0.001620547727123,0.0364212701241116,-0.001620547727123
"3225","BRD-K31453413",-0.00161678441264512,2,-0.00161678441264512,0.0436945348898628,-0.00161678441264512
"8208","BRD-K90805324",-0.0012923335054111,2,-0.0012923335054111,0.039433048263415,-0.0012923335054111
"4020","BRD-K41042536",-0.00126948825920735,2,-0.00126948825920735,0.0360229045690057,-0.00126948825920735
"8347","BRD-K92573321",-0.00122508119379667,2,-0.00122508119379667,0.0375147705089799,-0.00122508119379667
"8281","BRD-K91771673",-0.00110345600338903,2,-0.00110345600338903,0.0391659351384283,-0.00110345600338903
"1229","BRD-K07008972",-0.00105113794828301,2,-0.00105113794828301,0.037226537155895,-0.00105113794828301
"7014","BRD-K76352008",-0.000908707967135589,2,-0.000908707967135589,0.0370673512010641,-0.000908707967135589
"11096","SA-1455884",-0.000835691131205194,2,-0.000835691131205194,0.0427234384718179,-0.000835691131205194
"6899","BRD-K75065443",-0.00078676361312964,2,-0.00078676361312964,0.0405086444276651,-0.00078676361312964
"10815","pivmecillinam",-0.000776525967999075,2,-0.000776525967999075,0.0409931755368,-0.000776525967999075
"9837","halofantrine",-0.000494972363497692,2,-0.000494972363497692,0.0405949986107791,-0.000494972363497692
"4921","BRD-K51620275",-0.000459054336097416,2,-0.000459054336097416,0.0409720953317596,-0.000459054336097416
"1258","BRD-K07398339",-0.000410340875513221,2,-0.000410340875513221,0.0403170031644055,-0.000410340875513221
"2169","BRD-K18891555",-0.00038730172724024,2,-0.00038730172724024,0.0365649816426183,-0.00038730172724024
"4147","BRD-K42584632",-0.000308208420574985,2,-0.000308208420574985,0.034663449583976,-0.000308208420574985
"4549","BRD-K47077178",-0.000296124204143718,2,-0.000296124204143718,0.0422524881557774,-0.000296124204143718
"8521","BRD-K94646939",-0.000264120518762618,2,-0.000264120518762618,0.0379789355126886,-0.000264120518762618
"1515","BRD-K10554164",-0.000230413208787864,2,-0.000230413208787864,0.0471755379899999,-0.000230413208787864
"1700","BRD-K13079805",-0.000142681109436339,2,-0.000142681109436339,0.0405246760238437,-0.000142681109436339
"8187","BRD-K90466405",-7.52430167405473e-05,2,-7.52430167405473e-05,0.0377118223877018,-7.52430167405473e-05
"527","BRD-A56831909",0.000359408709261398,2,0.000359408709261398,0.0398999919301153,0.000359408709261398
"8266","BRD-K91662540",0.000373871796043316,2,0.000373871796043316,0.0392418052628351,0.000373871796043316
"803","BRD-K01594626",0.000459936144334348,2,0.000459936144334348,0.0480881951357838,0.000459936144334348
"9755","gentamicin",0.000528871946942865,2,0.000528871946942865,0.0449890561245869,0.000528871946942865
"8930","BRD-K99567611",0.000569158650551072,2,0.000569158650551072,0.0395179825810331,0.000569158650551072
"11613","TCPOBOP",0.00057309156063191,2,0.00057309156063191,0.0411668026452298,0.00057309156063191
"2522","BRD-K23018071",0.000616404448920301,2,0.000616404448920301,0.0459354754827314,0.000616404448920301
"301","benzocaine",0.000688007672122752,2,0.000688007672122752,0.0408414393616976,0.000688007672122752
"6178","BRD-K66857873",0.000885531877212149,2,0.000885531877212149,0.0390705632731173,0.000885531877212149
"11629","tenoxicam",0.000956394521941979,2,0.000956394521941979,0.0443844479008024,0.000956394521941979
"6468","BRD-K70492429",0.000957284486069326,2,0.000957284486069326,0.0384665137012606,0.000957284486069326
"2288","BRD-K20016217",0.00114771800616142,2,0.00114771800616142,0.0403361890683751,0.00114771800616142
"3902","BRD-K39635970",0.00146179419357148,2,0.00146179419357148,0.0407803598722289,0.00146179419357148
"3458","BRD-K34314104",0.00150426214755742,2,0.00150426214755742,0.0372266700428309,0.00150426214755742
"10386","metoprolol",0.00197517937520933,2,0.00197517937520933,0.0425032083994644,0.00197517937520933
"10950","QX-314",0.00200264772843972,2,0.00200264772843972,0.0413102320589768,0.00200264772843972
"11490","spectinomycin",0.00200932060747892,2,0.00200932060747892,0.0421690740269676,0.00200932060747892
"3898","BRD-K39597586",0.00243251419664069,7,0.0253018674277601,0.0306328672733689,0.00243251419664069
"463","BRD-A30612536",0.00265676272935541,2,0.00265676272935541,0.0706969536354181,0.00265676272935541
"1547","BRD-K11006288",0.00269733723270526,2,0.00269733723270526,0.0384896072602628,0.00269733723270526
"7826","BRD-K86231656",0.00308288913600756,2,0.00308288913600756,0.05240749959878,0.00308288913600756
"3142","BRD-K30468800",0.0031826176035432,2,0.0031826176035432,0.0428533593112018,0.0031826176035432
"11901","VU-0415535-1",0.00334200288461132,2,0.00334200288461132,0.042605962498421,0.00334200288461132
"8911","BRD-K99433267",0.00342820454825274,2,0.00342820454825274,0.0437188565070102,0.00342820454825274
"5430","BRD-K57758244",0.0035205172061195,2,0.0035205172061195,0.0495082848806497,0.0035205172061195
"11118","SA-1457188",0.00363702626060159,5,0.0260686848149814,0.0320692720304082,0.00363702626060159
"3695","BRD-K37160541",0.0041106604481296,3,0.02580074758505,0.0378284758167921,0.0041106604481296
"10822","PNU-120596",0.00419629459636091,2,0.00419629459636091,0.050832906496328,0.00419629459636091
"5441","BRD-K57962577",0.00467423167295483,3,0.0219799485478188,0.035334950440497,0.00467423167295483
"5370","BRD-K57019930",0.00473342026585687,3,0.0242025518395725,0.0384611546341425,0.00473342026585687
"11839","valyltryptophan",0.00526879304386755,3,0.0254680447462168,0.0370482600125719,0.00526879304386755
"6144","BRD-K66446284",0.00528310477401141,3,0.0219799485478188,0.0333442930248537,0.00528310477401141
"8835","BRD-K98437249",0.00528347046350107,5,0.0255177419628411,0.0322696534134031,0.00528347046350107
"3842","BRD-K38803221",0.00535418205119305,3,0.0216021935437747,0.0319678454804529,0.00535418205119305
"405","BRD-A06664848",0.00545797879797167,5,0.0282100264364427,0.0334950512232259,0.00545797879797167
"4158","BRD-K42677417",0.00557079196227938,3,0.0219799485478188,0.0371826523019639,0.00557079196227938
"8462","BRD-K93845141",0.00573945624588351,3,0.0219799485478188,0.0281293578068832,0.00573945624588351
"3151","BRD-K30633722",0.0061898498066799,3,0.0219799485478188,0.0294182388976594,0.0061898498066799
"6016","BRD-K65037509",0.0068488518213418,3,0.0242025518395725,0.0303460751980905,0.0068488518213418
"5235","BRD-K55341496",0.00701305592496057,3,0.0245352546784057,0.0310156132529492,0.00701305592496057
"8653","BRD-K96157570",0.00703810222452597,3,0.0252719989147433,0.0357638497165589,0.00703810222452597
"2265","BRD-K19870323",0.00728563323810384,3,0.0242025518395725,0.0324908464888105,0.00728563323810384
"953","BRD-K03439359",0.00728887119792329,3,0.0248376655935586,0.0333585966889265,0.00728887119792329
"4372","BRD-K45077070",0.00729257936291699,2,0.00729257936291699,0.0481314967221695,0.00729257936291699
"7379","BRD-K80767319",0.00733209271999701,3,0.0242025518395725,0.0295090903421179,0.00733209271999701
"10365","methotrexate",0.00735362113827827,9,0.0245352546784057,0.0285265620008676,0.00735362113827827
"5883","BRD-K63399564",0.00750259304982886,3,0.0284843386468381,0.0438842972183047,0.00750259304982886
"2063","BRD-K17693482",0.00766630395262556,2,0.00766630395262556,0.0455167873865546,0.00766630395262556
"8917","BRD-K99475920",0.00776435590141636,3,0.0289052460086725,0.0372921700830794,0.00776435590141636
"583","BRD-A76641868",0.00781866112802438,3,0.0268030462989508,0.0350488396832506,0.00781866112802438
"11220","SA-1922006",0.00790127889246867,3,0.0250791852165686,0.0344682844901264,0.00790127889246867
"6013","BRD-K64985742",0.00793987405393523,3,0.0245352546784057,0.0318793559550202,0.00793987405393523
"11377","saquinavir",0.00816397323512749,3,0.0242025518395725,0.0312140939260794,0.00816397323512749
"11317","SA-432998",0.00833902955147462,3,0.0242025518395725,0.0319744956280476,0.00833902955147462
"6423","BRD-K69888333",0.00855016613727192,5,0.0316469527960502,0.0344414110448785,0.00855016613727192
"10926","pyrimethamine",0.00858128073865905,8,0.027499495037512,0.0309534737466715,0.00858128073865905
"8169","BRD-K90143908",0.00863939959383345,3,0.0260686848149814,0.0306418955254221,0.00863939959383345
"5560","BRD-K59563627",0.00875999173970021,3,0.0284843386468381,0.0348548325036722,0.00875999173970021
"4666","BRD-K48475203",0.00876914459262304,3,0.0245352546784057,0.0317776592499552,0.00876914459262304
"11334","SA-83851",0.00881731942814263,4,0.0252984635897048,0.0331091193597949,0.00881731942814263
"11612","TCB2",0.00892711437789347,3,0.0242025518395725,0.0337529315018066,0.00892711437789347
"11157","SA-1459830",0.00895008299033095,3,0.0250791852165686,0.0309574774684186,0.00895008299033095
"4127","BRD-K42400758",0.00907035871156243,3,0.0242025518395725,0.0294049304179834,0.00907035871156243
"1023","BRD-K04361415",0.00907841485584995,3,0.0282100264364427,0.0343309749655973,0.00907841485584995
"6014","BRD-K65000194",0.00908989536762292,3,0.0302978631984523,0.0372068332581128,0.00908989536762292
"11608","taurodeoxycholic-acid",0.00957430244928876,3,0.0312133929497321,0.0380129537851002,0.00957430244928876
"308","benzyl-quinazolin-4-yl-amine",0.00957732782843629,6,0.027315269637394,0.0287750574509271,0.00957732782843629
"2013","BRD-K16940042",0.00961183725149145,7,0.0271714970991867,0.0326132869586577,0.00961183725149145
"9436","diphenoxylate",0.00968818083954025,3,0.0242025518395725,0.0318052258952278,0.00968818083954025
"10984","resmethrin",0.00969010961972442,3,0.0278274929758373,0.0388055167642029,0.00969010961972442
"10644","ondansetron",0.00971785558742641,4,0.027315269637394,0.0357962611960282,0.00971785558742641
"9435","diphenidol",0.00980447473950169,3,0.0282100264364427,0.0328125441375979,0.00980447473950169
"1567","BRD-K11362964",0.00993883153838732,3,0.0275244707195137,0.0343673593752387,0.00993883153838732
"7433","BRD-K81397638",0.0100691384377142,3,0.0271714970991867,0.0338491109594483,0.0100691384377142
"11840","VAMA-37",0.0100890596359825,10,0.0269872716990688,0.0287104502832963,0.0100890596359825
"1587","BRD-K11624501",0.0100948236214105,3,0.029913599531644,0.0400605274328574,0.0100948236214105
"9996","isradipine",0.0100970660079945,3,0.0296824168708422,0.0366197930981173,0.0100970660079945
"11498","SR-27897",0.0103649002861057,5,0.029279917508769,0.0341361628964912,0.0103649002861057
"8300","BRD-K91946056",0.0103986396761724,7,0.0252719989147433,0.0283442420296944,0.0103986396761724
"6511","BRD-K70900504",0.0104155842674285,3,0.0268030462989508,0.0361682649947276,0.0104155842674285
"11979","YM-90709",0.0106085943517712,3,0.0280980854591574,0.0330273744991392,0.0106085943517712
"12021","zosuquidar",0.0109609407559035,3,0.0275244707195137,0.0354719994890364,0.0109609407559035
"10836","PQ-401",0.0111314080619581,6,0.0279627892174973,0.0295926995615607,0.0111314080619581
"7245","BRD-K79102010",0.0111519138301619,4,0.0258499620443157,0.0312207436454687,0.0111519138301619
"9198","chromanol",0.0111973406033353,3,0.0268030462989508,0.0358061130147385,0.0111973406033353
"7257","BRD-K79222491",0.011366270999401,9,0.0292825252882993,0.0323756770069094,0.011366270999401
"8687","BRD-K96551169",0.0114832346494189,3,0.0216021935437747,0.0362955068747257,0.0114832346494189
"8625","BRD-K95786246",0.0116402916627889,4,0.0249037207618281,0.0298845322210438,0.0116402916627889
"8320","BRD-K92202821",0.011666475137061,7,0.0245352546784057,0.0274484377936358,0.011666475137061
"6283","BRD-K68211814",0.0117302988531999,4,0.0242736544411116,0.0291513272899836,0.0117302988531999
"4939","BRD-K51791390",0.0119132479105125,6,0.0290817730111608,0.0319487058674709,0.0119132479105125
"8735","BRD-K97114030",0.01211783221092,3,0.0295672663981983,0.0356709938834908,0.01211783221092
"11878","VU-0366968",0.0121518098805026,4,0.0290833777588401,0.0344871471201974,0.0121518098805026
"1736","BRD-K13665914",0.0121823808019068,8,0.0263166700687816,0.029039372605258,0.0121823808019068
"11529","ST-4062971",0.0122936876910049,14,0.0279627892174973,0.0288294378426419,0.0122936876910049
"11262","SA-243913",0.0123249726733059,3,0.0293743419278235,0.0339236391508989,0.0123249726733059
"9317","cytarabine",0.0123505104570965,12,0.027499495037512,0.0270770115148571,0.0123505104570965
"4907","BRD-K51490254",0.0123894432073916,4,0.0252719989147433,0.0274951774877196,0.0123894432073916
"7136","BRD-K77888550",0.0124696259464346,5,0.0243416306875743,0.02841582468593,0.0124696259464346
"5471","BRD-K58415436",0.0125973447541941,4,0.0252212109435566,0.0265017660466398,0.0125973447541941
"10859","procainamide",0.01269409919862,3,0.0284843386468381,0.0344172066389785,0.01269409919862
"11681","tianeptine",0.0127312341592312,4,0.0255027990692616,0.0284178126010237,0.0127312341592312
"7351","BRD-K80400482",0.0130328818493598,4,0.0261412029123866,0.0283560412674266,0.0130328818493598
"841","BRD-K02025760",0.0132435998960266,3,0.0316469527960502,0.0342223293815155,0.0132435998960266
"8439","BRD-K93541117",0.0133288048602876,3,0.0284843386468381,0.038486377641387,0.0133288048602876
"6467","BRD-K70489510",0.0133518526493688,4,0.0263726405574242,0.0282608149393275,0.0133518526493688
"1066","BRD-K04986062",0.0133562555142304,6,0.024017985083552,0.0280408241591894,0.0133562555142304
"11576","sulindac",0.0133661033757146,4,0.0255339253153281,0.0287016112051816,0.0133661033757146
"2970","BRD-K28377013",0.0135215249316948,4,0.0263434452432053,0.0294655028387575,0.0135215249316948
"8172","BRD-K90184854",0.0135337316884266,4,0.0263726405574242,0.0278981052233509,0.0135337316884266
"10334","mepivacaine",0.0135522969027503,3,0.0343939137644065,0.0370284083807147,0.0135522969027503
"9302","Cyclo-[Arg-Gly-Asp-D-Phe-Val]",0.0135705792144839,4,0.0284021941141414,0.0323503392674307,0.0135705792144839
"6548","BRD-K71240454",0.0136517602058451,4,0.0254680447462168,0.0252715834380938,0.0136517602058451
"4293","BRD-K44261129",0.0136740429526646,5,0.0219799485478188,0.0247687321875901,0.0136740429526646
"1841","BRD-K14788918",0.0136742656321006,10,0.027499495037512,0.0304942662207357,0.0136742656321006
"11182","SA-1472655",0.0137461033304663,4,0.0252984635897048,0.0275829635780908,0.0137461033304663
